study_accession,sample_accession,analysis_accession,generated_ftp,sample_title
PRJEB45963,SAMEA2204840,ERZ3165117,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165117/contig.fa.gz,11679_7#26
PRJEB45963,SAMEA2204839,ERZ3165119,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165119/contig.fa.gz,11679_5#24
PRJEB45963,SAMEA2204842,ERZ3165120,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165120/contig.fa.gz,11791_3#24
PRJEB45963,SAMEA2204846,ERZ3165123,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165123/contig.fa.gz,11791_6#18
PRJEB45963,SAMEA2204845,ERZ3165124,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165124/contig.fa.gz,11791_3#26
PRJEB45963,SAMEA2204843,ERZ3165125,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165125/contig.fa.gz,11791_3#25
PRJEB45963,SAMEA2204844,ERZ3165126,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165126/contig.fa.gz,11657_7#36
PRJEB45963,SAMEA2204848,ERZ3165128,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165128/contig.fa.gz,11679_6#31
PRJEB45963,SAMEA2204851,ERZ3165129,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165129/contig.fa.gz,11679_4#27
PRJEB45963,SAMEA2204847,ERZ3165130,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165130/contig.fa.gz,11679_6#30
PRJEB45963,SAMEA2204850,ERZ3165131,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165131/contig.fa.gz,11657_6#37
PRJEB45963,SAMEA2204849,ERZ3165132,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165132/contig.fa.gz,11791_3#27
PRJEB45963,SAMEA2204854,ERZ3165135,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165135/contig.fa.gz,11658_3#31
PRJEB45963,SAMEA2204856,ERZ3165136,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165136/contig.fa.gz,11679_5#25
PRJEB45963,SAMEA2204853,ERZ3165137,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165137/contig.fa.gz,11791_3#28
PRJEB45963,SAMEA2204860,ERZ3165138,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165138/contig.fa.gz,11679_5#26
PRJEB45963,SAMEA2204852,ERZ3165139,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165139/contig.fa.gz,11679_8#32
PRJEB45963,SAMEA2204857,ERZ3165140,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165140/contig.fa.gz,11679_6#33
PRJEB45963,SAMEA2204858,ERZ3165141,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165141/contig.fa.gz,11791_3#29
PRJEB45963,SAMEA2204859,ERZ3165142,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165142/contig.fa.gz,11657_6#38
PRJEB45963,SAMEA2204855,ERZ3165144,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165144/contig.fa.gz,11679_6#32
PRJEB45963,SAMEA2204867,ERZ3165147,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165147/contig.fa.gz,11679_7#27
PRJEB45963,SAMEA2204864,ERZ3165148,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165148/contig.fa.gz,11657_6#39
PRJEB45963,SAMEA2204861,ERZ3165150,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165150/contig.fa.gz,11791_3#30
PRJEB45963,SAMEA2204868,ERZ3165151,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165151/contig.fa.gz,11679_8#33
PRJEB45963,SAMEA2204865,ERZ3165152,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165152/contig.fa.gz,11791_3#31
PRJEB45963,SAMEA2204862,ERZ3165153,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165153/contig.fa.gz,11679_5#27
PRJEB45963,SAMEA2204866,ERZ3165154,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165154/contig.fa.gz,11657_5#39
PRJEB45963,SAMEA2204869,ERZ3165155,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165155/contig.fa.gz,11657_5#40
PRJEB45963,SAMEA2204863,ERZ3165156,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165156/contig.fa.gz,11679_6#34
PRJEB45963,SAMEA2204870,ERZ3165160,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165160/contig.fa.gz,11657_5#41
PRJEB45963,SAMEA2204875,ERZ3165161,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165161/contig.fa.gz,11791_3#32
PRJEB45963,SAMEA2204877,ERZ3165162,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165162/contig.fa.gz,11679_8#34
PRJEB45963,SAMEA2204874,ERZ3165163,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165163/contig.fa.gz,11657_6#40
PRJEB45963,SAMEA2204876,ERZ3165164,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165164/contig.fa.gz,11657_5#42
PRJEB45963,SAMEA2204878,ERZ3165165,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165165/contig.fa.gz,11657_7#38
PRJEB45963,SAMEA2204871,ERZ3165166,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165166/contig.fa.gz,11679_6#35
PRJEB45963,SAMEA2204873,ERZ3165168,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165168/contig.fa.gz,11657_7#37
PRJEB45963,SAMEA2204872,ERZ3165169,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165169/contig.fa.gz,11658_4#41
PRJEB45963,SAMEA2204883,ERZ3165174,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165174/contig.fa.gz,11658_5#66
PRJEB45963,SAMEA2204882,ERZ3165175,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165175/contig.fa.gz,11679_8#36
PRJEB45963,SAMEA2204881,ERZ3165176,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165176/contig.fa.gz,11679_4#28
PRJEB45963,SAMEA2204880,ERZ3165177,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165177/contig.fa.gz,11679_8#35
PRJEB45963,SAMEA2204886,ERZ3165178,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165178/contig.fa.gz,11658_4#42
PRJEB45963,SAMEA2204885,ERZ3165179,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165179/contig.fa.gz,11658_8#60
PRJEB45963,SAMEA2204884,ERZ3165180,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165180/contig.fa.gz,11679_8#37
PRJEB45963,SAMEA2204888,ERZ3165181,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165181/contig.fa.gz,11658_6#64
PRJEB45963,SAMEA2204887,ERZ3165182,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165182/contig.fa.gz,11658_7#52
PRJEB45963,SAMEA2204891,ERZ3165187,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165187/contig.fa.gz,11679_8#38
PRJEB45963,SAMEA2204894,ERZ3165188,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165188/contig.fa.gz,11658_8#61
PRJEB45963,SAMEA2204895,ERZ3165189,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165189/contig.fa.gz,11679_5#28
PRJEB45963,SAMEA2204892,ERZ3165190,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165190/contig.fa.gz,11658_5#67
PRJEB45963,SAMEA2204896,ERZ3165191,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165191/contig.fa.gz,11658_4#43
PRJEB45963,SAMEA2204890,ERZ3165192,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165192/contig.fa.gz,11791_7#45
PRJEB45963,SAMEA2204893,ERZ3165193,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165193/contig.fa.gz,11679_8#39
PRJEB45963,SAMEA2204897,ERZ3165194,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165194/contig.fa.gz,11658_4#44
PRJEB45963,SAMEA2204889,ERZ3165195,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165195/contig.fa.gz,11657_5#43
PRJEB45963,SAMEA2204900,ERZ3165199,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165199/contig.fa.gz,11679_8#40
PRJEB45963,SAMEA2204902,ERZ3165200,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165200/contig.fa.gz,11791_7#47
PRJEB45963,SAMEA2204903,ERZ3165201,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165201/contig.fa.gz,11658_7#54
PRJEB45963,SAMEA2204898,ERZ3165202,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165202/contig.fa.gz,11658_7#53
PRJEB45963,SAMEA2204901,ERZ3165203,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165203/contig.fa.gz,11679_8#41
PRJEB45963,SAMEA2204904,ERZ3165204,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165204/contig.fa.gz,11791_3#33
PRJEB45963,SAMEA2204906,ERZ3165205,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165205/contig.fa.gz,11791_7#48
PRJEB45963,SAMEA2204899,ERZ3165206,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165206/contig.fa.gz,11791_7#46
PRJEB45963,SAMEA2204905,ERZ3165207,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165207/contig.fa.gz,11657_6#41
PRJEB45963,SAMEA2204908,ERZ3165211,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165211/contig.fa.gz,11658_6#65
PRJEB45963,SAMEA2204907,ERZ3165212,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165212/contig.fa.gz,11791_3#34
PRJEB45963,SAMEA2204910,ERZ3165213,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165213/contig.fa.gz,11791_3#35
PRJEB45963,SAMEA2204911,ERZ3165214,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165214/contig.fa.gz,11658_4#45
PRJEB45963,SAMEA2204915,ERZ3165216,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165216/contig.fa.gz,11658_5#68
PRJEB45963,SAMEA2204909,ERZ3165217,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165217/contig.fa.gz,11679_6#36
PRJEB45963,SAMEA2204913,ERZ3165218,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165218/contig.fa.gz,11657_5#44
PRJEB45963,SAMEA2204914,ERZ3165219,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165219/contig.fa.gz,11657_7#39
PRJEB45963,SAMEA2204912,ERZ3165220,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165220/contig.fa.gz,11658_7#55
PRJEB45963,SAMEA2204917,ERZ3165224,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165224/contig.fa.gz,11658_5#69
PRJEB45963,SAMEA2204916,ERZ3165225,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165225/contig.fa.gz,11658_8#62
PRJEB45963,SAMEA2204922,ERZ3165226,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165226/contig.fa.gz,11791_7#50
PRJEB45963,SAMEA2204918,ERZ3165227,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165227/contig.fa.gz,11791_7#49
PRJEB45963,SAMEA2204919,ERZ3165228,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165228/contig.fa.gz,11658_8#63
PRJEB45963,SAMEA2204921,ERZ3165229,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165229/contig.fa.gz,11657_7#40
PRJEB45963,SAMEA2204924,ERZ3165230,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165230/contig.fa.gz,11658_7#56
PRJEB45963,SAMEA2204920,ERZ3165231,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165231/contig.fa.gz,11658_4#46
PRJEB45963,SAMEA2204923,ERZ3165232,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165232/contig.fa.gz,11679_6#37
PRJEB45963,SAMEA2204925,ERZ3165236,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165236/contig.fa.gz,11679_8#42
PRJEB45963,SAMEA2204928,ERZ3165237,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165237/contig.fa.gz,11658_5#71
PRJEB45963,SAMEA2204927,ERZ3165238,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165238/contig.fa.gz,11791_7#51
PRJEB45963,SAMEA2204926,ERZ3165239,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165239/contig.fa.gz,11658_5#70
PRJEB45963,SAMEA2204929,ERZ3165240,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165240/contig.fa.gz,11791_3#36
PRJEB45963,SAMEA2204930,ERZ3165241,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165241/contig.fa.gz,11658_8#64
PRJEB45963,SAMEA2204933,ERZ3165242,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165242/contig.fa.gz,11658_8#65
PRJEB45963,SAMEA2204931,ERZ3165243,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165243/contig.fa.gz,11658_6#66
PRJEB45963,SAMEA2204932,ERZ3165244,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165244/contig.fa.gz,11658_5#72
PRJEB45963,SAMEA2204937,ERZ3165249,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165249/contig.fa.gz,11679_8#43
PRJEB45963,SAMEA2204934,ERZ3165250,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165250/contig.fa.gz,11658_7#57
PRJEB45963,SAMEA2204935,ERZ3165251,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165251/contig.fa.gz,11658_7#58
PRJEB45963,SAMEA2204936,ERZ3165252,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165252/contig.fa.gz,11657_6#42
PRJEB45963,SAMEA2204939,ERZ3165253,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165253/contig.fa.gz,11791_7#52
PRJEB45963,SAMEA2204940,ERZ3165254,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165254/contig.fa.gz,11658_6#67
PRJEB45963,SAMEA2204942,ERZ3165255,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165255/contig.fa.gz,11658_6#68
PRJEB45963,SAMEA2204938,ERZ3165256,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165256/contig.fa.gz,11791_3#37
PRJEB45963,SAMEA2204941,ERZ3165257,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165257/contig.fa.gz,11658_5#73
PRJEB45963,SAMEA2204946,ERZ3165260,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165260/contig.fa.gz,11658_6#69
PRJEB45963,SAMEA2204950,ERZ3165261,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165261/contig.fa.gz,11791_7#54
PRJEB45963,SAMEA2204949,ERZ3165262,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165262/contig.fa.gz,11657_6#43
PRJEB45963,SAMEA2204947,ERZ3165263,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165263/contig.fa.gz,11679_5#29
PRJEB45963,SAMEA2204944,ERZ3165264,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165264/contig.fa.gz,11658_5#75
PRJEB45963,SAMEA2204951,ERZ3165265,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165265/contig.fa.gz,11658_6#70
PRJEB45963,SAMEA2204952,ERZ3165266,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165266/contig.fa.gz,11791_6#20
PRJEB45963,SAMEA2204948,ERZ3165267,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165267/contig.fa.gz,11791_7#53
PRJEB45963,SAMEA2204943,ERZ3165268,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165268/contig.fa.gz,11658_5#74
PRJEB45963,SAMEA2204955,ERZ3165272,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165272/contig.fa.gz,11658_8#66
PRJEB45963,SAMEA2204954,ERZ3165274,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165274/contig.fa.gz,11658_7#59
PRJEB45963,SAMEA2204956,ERZ3165276,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165276/contig.fa.gz,11658_8#67
PRJEB45963,SAMEA2204957,ERZ3165277,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165277/contig.fa.gz,11658_8#68
PRJEB45963,SAMEA2204953,ERZ3165278,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165278/contig.fa.gz,11679_5#30
PRJEB45963,SAMEA2204961,ERZ3165279,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165279/contig.fa.gz,11658_5#76
PRJEB45963,SAMEA2204958,ERZ3165280,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165280/contig.fa.gz,11658_7#60
PRJEB45963,SAMEA2204965,ERZ3165284,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165284/contig.fa.gz,11679_6#38
PRJEB45963,SAMEA2204969,ERZ3165285,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165285/contig.fa.gz,11658_8#69
PRJEB45963,SAMEA2204964,ERZ3165286,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165286/contig.fa.gz,11679_8#44
PRJEB45963,SAMEA2204967,ERZ3165287,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165287/contig.fa.gz,11657_7#41
PRJEB45963,SAMEA2204968,ERZ3165288,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165288/contig.fa.gz,11658_6#72
PRJEB45963,SAMEA2204962,ERZ3165289,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165289/contig.fa.gz,11658_6#71
PRJEB45963,SAMEA2204972,ERZ3165290,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165290/contig.fa.gz,11658_5#78
PRJEB45963,SAMEA2204966,ERZ3165291,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165291/contig.fa.gz,11658_5#77
PRJEB45963,SAMEA2204971,ERZ3165292,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165292/contig.fa.gz,11791_7#55
PRJEB45963,SAMEA2204975,ERZ3165296,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165296/contig.fa.gz,11679_4#29
PRJEB45963,SAMEA2204973,ERZ3165297,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165297/contig.fa.gz,11658_5#79
PRJEB45963,SAMEA2204974,ERZ3165298,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165298/contig.fa.gz,11658_7#62
PRJEB45963,SAMEA2204978,ERZ3165299,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165299/contig.fa.gz,11658_7#63
PRJEB45963,SAMEA2204981,ERZ3165300,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165300/contig.fa.gz,11658_8#72
PRJEB45963,SAMEA2204979,ERZ3165301,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165301/contig.fa.gz,11658_5#81
PRJEB45963,SAMEA2204980,ERZ3165302,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165302/contig.fa.gz,11658_8#71
PRJEB45963,SAMEA2204976,ERZ3165303,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165303/contig.fa.gz,11658_8#70
PRJEB45963,SAMEA2204977,ERZ3165304,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165304/contig.fa.gz,11658_5#80
PRJEB45963,SAMEA2204986,ERZ3165308,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165308/contig.fa.gz,11658_6#73
PRJEB45963,SAMEA2204990,ERZ3165309,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165309/contig.fa.gz,11658_4#47
PRJEB45963,SAMEA2204984,ERZ3165310,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165310/contig.fa.gz,11658_8#74
PRJEB45963,SAMEA2204985,ERZ3165311,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165311/contig.fa.gz,11658_8#75
PRJEB45963,SAMEA2204983,ERZ3165312,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165312/contig.fa.gz,11658_5#82
PRJEB45963,SAMEA2204982,ERZ3165313,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165313/contig.fa.gz,11658_8#73
PRJEB45963,SAMEA2204988,ERZ3165314,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165314/contig.fa.gz,11791_7#56
PRJEB45963,SAMEA2204987,ERZ3165315,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165315/contig.fa.gz,11658_8#76
PRJEB45963,SAMEA2204989,ERZ3165316,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165316/contig.fa.gz,11658_6#74
PRJEB45963,SAMEA2204993,ERZ3165321,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165321/contig.fa.gz,11658_8#77
PRJEB45963,SAMEA2204994,ERZ3165322,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165322/contig.fa.gz,11658_8#78
PRJEB45963,SAMEA2204996,ERZ3165323,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165323/contig.fa.gz,11658_6#77
PRJEB45963,SAMEA2204999,ERZ3165324,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165324/contig.fa.gz,11658_4#48
PRJEB45963,SAMEA2204998,ERZ3165325,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165325/contig.fa.gz,11658_6#78
PRJEB45963,SAMEA2204991,ERZ3165326,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165326/contig.fa.gz,11658_6#75
PRJEB45963,SAMEA2204995,ERZ3165327,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165327/contig.fa.gz,11679_4#30
PRJEB45963,SAMEA2204997,ERZ3165328,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165328/contig.fa.gz,11658_8#79
PRJEB45963,SAMEA2204992,ERZ3165329,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165329/contig.fa.gz,11658_6#76
PRJEB45963,SAMEA2205005,ERZ3165333,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165333/contig.fa.gz,11658_8#82
PRJEB45963,SAMEA2205007,ERZ3165334,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165334/contig.fa.gz,11658_4#49
PRJEB45963,SAMEA2205002,ERZ3165335,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165335/contig.fa.gz,11657_7#43
PRJEB45963,SAMEA2205000,ERZ3165336,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165336/contig.fa.gz,11791_7#57
PRJEB45963,SAMEA2205003,ERZ3165337,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165337/contig.fa.gz,11658_8#80
PRJEB45963,SAMEA2205008,ERZ3165338,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165338/contig.fa.gz,11657_5#46
PRJEB45963,SAMEA2205001,ERZ3165339,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165339/contig.fa.gz,11657_7#42
PRJEB45963,SAMEA2205006,ERZ3165340,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165340/contig.fa.gz,11679_7#28
PRJEB45963,SAMEA2205004,ERZ3165341,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165341/contig.fa.gz,11658_8#81
PRJEB45963,SAMEA2205012,ERZ3165345,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165345/contig.fa.gz,11791_6#21
PRJEB45963,SAMEA2205009,ERZ3165346,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165346/contig.fa.gz,11658_8#83
PRJEB45963,SAMEA2205015,ERZ3165347,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165347/contig.fa.gz,11657_7#44
PRJEB45963,SAMEA2205017,ERZ3165348,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165348/contig.fa.gz,11658_8#84
PRJEB45963,SAMEA2205010,ERZ3165349,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165349/contig.fa.gz,11658_3#32
PRJEB45963,SAMEA2205018,ERZ3165350,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165350/contig.fa.gz,11658_6#79
PRJEB45963,SAMEA2205014,ERZ3165351,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165351/contig.fa.gz,11657_6#44
PRJEB45963,SAMEA2205011,ERZ3165352,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165352/contig.fa.gz,11658_3#33
PRJEB45963,SAMEA2205016,ERZ3165353,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165353/contig.fa.gz,11658_5#83
PRJEB45963,SAMEA2205021,ERZ3165357,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165357/contig.fa.gz,11658_8#86
PRJEB45963,SAMEA2205019,ERZ3165358,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165358/contig.fa.gz,11658_8#85
