study_accession,sample_accession,analysis_accession,generated_ftp,sample_title
PRJEB45963,SAMEA2205087,ERZ3165451,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165451/contig.fa.gz,11657_7#46
PRJEB45963,SAMEA2205088,ERZ3165454,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165454/contig.fa.gz,11679_5#33
PRJEB45963,SAMEA2205089,ERZ3165455,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165455/contig.fa.gz,11679_8#49
PRJEB45963,SAMEA2205090,ERZ3165456,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165456/contig.fa.gz,11679_4#35
PRJEB45963,SAMEA2205091,ERZ3165457,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165457/contig.fa.gz,11679_7#30
PRJEB45963,SAMEA2205096,ERZ3165458,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165458/contig.fa.gz,11791_3#42
PRJEB45963,SAMEA2205093,ERZ3165460,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165460/contig.fa.gz,11679_7#32
PRJEB45963,SAMEA2205095,ERZ3165461,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165461/contig.fa.gz,11657_6#46
PRJEB45963,SAMEA2205094,ERZ3165462,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165462/contig.fa.gz,11679_5#34
PRJEB45963,SAMEA2205092,ERZ3165463,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165463/contig.fa.gz,11679_7#31
PRJEB45963,SAMEA2205097,ERZ3165466,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165466/contig.fa.gz,11679_6#43
PRJEB45963,SAMEA2205098,ERZ3165467,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165467/contig.fa.gz,11657_6#47
PRJEB45963,SAMEA2205099,ERZ3165468,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165468/contig.fa.gz,11679_4#36
PRJEB45963,SAMEA2205100,ERZ3165469,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165469/contig.fa.gz,11657_5#50
PRJEB45963,SAMEA2205105,ERZ3165470,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165470/contig.fa.gz,11658_3#37
PRJEB45963,SAMEA2205104,ERZ3165471,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165471/contig.fa.gz,11679_6#44
PRJEB45963,SAMEA2205102,ERZ3165472,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165472/contig.fa.gz,11679_5#35
PRJEB45963,SAMEA2205103,ERZ3165473,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165473/contig.fa.gz,11791_3#43
PRJEB45963,SAMEA2205107,ERZ3165477,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165477/contig.fa.gz,11679_4#37
PRJEB45963,SAMEA2205106,ERZ3165479,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165479/contig.fa.gz,11679_7#34
PRJEB45963,SAMEA2205111,ERZ3165480,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165480/contig.fa.gz,11893_8#71
PRJEB45963,SAMEA2205110,ERZ3165481,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165481/contig.fa.gz,11658_5#89
PRJEB45963,SAMEA2205108,ERZ3165482,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165482/contig.fa.gz,11679_8#50
PRJEB45963,SAMEA2205112,ERZ3165483,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165483/contig.fa.gz,11657_7#47
PRJEB45963,SAMEA2205113,ERZ3165484,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165484/contig.fa.gz,11657_5#51
PRJEB45963,SAMEA2205109,ERZ3165485,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165485/contig.fa.gz,11791_3#44
PRJEB45963,SAMEA2205114,ERZ3165486,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165486/contig.fa.gz,11658_3#38
PRJEB45963,SAMEA2205116,ERZ3165490,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165490/contig.fa.gz,11657_5#52
PRJEB45963,SAMEA2205115,ERZ3165491,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165491/contig.fa.gz,11679_6#45
PRJEB45963,SAMEA2205120,ERZ3165493,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165493/contig.fa.gz,11791_3#45
PRJEB45963,SAMEA2205118,ERZ3165494,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165494/contig.fa.gz,11658_5#90
PRJEB45963,SAMEA2205121,ERZ3165495,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165495/contig.fa.gz,11657_7#48
PRJEB45963,SAMEA2205119,ERZ3165496,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165496/contig.fa.gz,11679_6#47
PRJEB45963,SAMEA2205123,ERZ3165497,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165497/contig.fa.gz,11658_4#59
PRJEB45963,SAMEA2205117,ERZ3165498,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165498/contig.fa.gz,11679_6#46
PRJEB45963,SAMEA2205122,ERZ3165499,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165499/contig.fa.gz,11657_7#49
PRJEB45963,SAMEA2205125,ERZ3165505,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165505/contig.fa.gz,11658_3#39
PRJEB45963,SAMEA2205124,ERZ3165506,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165506/contig.fa.gz,11679_4#38
PRJEB45963,SAMEA2205129,ERZ3165508,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165508/contig.fa.gz,11657_7#50
PRJEB45963,SAMEA2205130,ERZ3165509,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165509/contig.fa.gz,11679_7#36
PRJEB45963,SAMEA2205126,ERZ3165510,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165510/contig.fa.gz,11679_7#35
PRJEB45963,SAMEA2205127,ERZ3165511,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165511/contig.fa.gz,11658_4#60
PRJEB45963,SAMEA2205128,ERZ3165512,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165512/contig.fa.gz,11679_8#52
PRJEB45963,SAMEA2205132,ERZ3165513,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165513/contig.fa.gz,11679_6#48
PRJEB45963,SAMEA2205131,ERZ3165514,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165514/contig.fa.gz,11657_5#53
PRJEB45963,SAMEA2205134,ERZ3165515,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165515/contig.fa.gz,11791_3#47
PRJEB45963,SAMEA2205133,ERZ3165517,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165517/contig.fa.gz,11791_3#46
PRJEB45963,SAMEA2205137,ERZ3165520,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165520/contig.fa.gz,11679_4#40
PRJEB45963,SAMEA2205135,ERZ3165521,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165521/contig.fa.gz,11679_4#39
PRJEB45963,SAMEA2205141,ERZ3165522,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165522/contig.fa.gz,11658_7#65
PRJEB45963,SAMEA2205136,ERZ3165523,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165523/contig.fa.gz,11658_4#61
PRJEB45963,SAMEA2205140,ERZ3165525,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165525/contig.fa.gz,11658_6#90
PRJEB45963,SAMEA2205138,ERZ3165526,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165526/contig.fa.gz,11679_4#41
PRJEB45963,SAMEA2205142,ERZ3165527,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165527/contig.fa.gz,11657_6#48
PRJEB45963,SAMEA2205139,ERZ3165528,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165528/contig.fa.gz,11679_4#42
PRJEB45963,SAMEA2205143,ERZ3165529,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165529/contig.fa.gz,11791_3#48
PRJEB45963,SAMEA2205146,ERZ3165532,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165532/contig.fa.gz,11679_4#43
PRJEB45963,SAMEA2205144,ERZ3165533,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165533/contig.fa.gz,11658_7#66
PRJEB45963,SAMEA2205145,ERZ3165534,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165534/contig.fa.gz,11657_7#51
PRJEB45963,SAMEA2205147,ERZ3165535,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165535/contig.fa.gz,11679_5#36
PRJEB45963,SAMEA2205149,ERZ3165536,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165536/contig.fa.gz,11657_5#54
PRJEB45963,SAMEA2205150,ERZ3165537,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165537/contig.fa.gz,11658_3#40
PRJEB45963,SAMEA2205152,ERZ3165538,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165538/contig.fa.gz,11679_8#54
PRJEB45963,SAMEA2205151,ERZ3165539,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165539/contig.fa.gz,11658_7#67
PRJEB45963,SAMEA2205148,ERZ3165540,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165540/contig.fa.gz,11679_8#53
PRJEB45963,SAMEA2205153,ERZ3165543,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165543/contig.fa.gz,11658_7#68
PRJEB45963,SAMEA2205154,ERZ3165544,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165544/contig.fa.gz,11657_6#49
PRJEB45963,SAMEA2205156,ERZ3165546,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165546/contig.fa.gz,11791_3#49
PRJEB45963,SAMEA2205155,ERZ3165547,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165547/contig.fa.gz,11658_7#69
PRJEB45963,SAMEA2205157,ERZ3165548,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165548/contig.fa.gz,11679_7#37
PRJEB45963,SAMEA2205158,ERZ3165549,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165549/contig.fa.gz,11679_4#44
PRJEB45963,SAMEA2205160,ERZ3165550,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165550/contig.fa.gz,11679_8#55
PRJEB45963,SAMEA2205161,ERZ3165551,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165551/contig.fa.gz,11679_5#37
PRJEB45963,SAMEA2205159,ERZ3165552,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165552/contig.fa.gz,11679_6#49
PRJEB45963,SAMEA2205162,ERZ3165553,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165553/contig.fa.gz,11679_8#56
PRJEB45963,SAMEA2205163,ERZ3165555,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165555/contig.fa.gz,11657_6#50
PRJEB45963,SAMEA2205165,ERZ3165557,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165557/contig.fa.gz,11679_4#45
PRJEB45963,SAMEA2205164,ERZ3165558,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165558/contig.fa.gz,11657_5#55
PRJEB45963,SAMEA2205168,ERZ3165561,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165561/contig.fa.gz,11657_6#51
PRJEB45963,SAMEA2205170,ERZ3165562,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165562/contig.fa.gz,11657_5#56
PRJEB45963,SAMEA2205169,ERZ3165563,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165563/contig.fa.gz,11679_5#38
PRJEB45963,SAMEA2205166,ERZ3165564,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165564/contig.fa.gz,11679_8#57
PRJEB45963,SAMEA2205167,ERZ3165565,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165565/contig.fa.gz,11658_4#62
PRJEB45963,SAMEA2205171,ERZ3165566,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165566/contig.fa.gz,11679_8#58
PRJEB45963,SAMEA2205174,ERZ3165568,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165568/contig.fa.gz,11657_5#57
PRJEB45963,SAMEA2205172,ERZ3165569,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165569/contig.fa.gz,11657_6#52
PRJEB45963,SAMEA2205173,ERZ3165570,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165570/contig.fa.gz,11679_4#46
PRJEB45963,SAMEA2205176,ERZ3165572,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165572/contig.fa.gz,11679_4#47
PRJEB45963,SAMEA2205177,ERZ3165573,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165573/contig.fa.gz,11658_3#41
PRJEB45963,SAMEA2205175,ERZ3165574,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165574/contig.fa.gz,11791_3#50
PRJEB45963,SAMEA2205183,ERZ3165576,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165576/contig.fa.gz,11679_5#39
PRJEB45963,SAMEA2205178,ERZ3165577,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165577/contig.fa.gz,11657_7#52
PRJEB45963,SAMEA2205182,ERZ3165578,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165578/contig.fa.gz,11658_3#42
PRJEB45963,SAMEA2205181,ERZ3165579,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165579/contig.fa.gz,11658_7#70
PRJEB45963,SAMEA2205184,ERZ3165580,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165580/contig.fa.gz,11791_3#51
PRJEB45963,SAMEA2205179,ERZ3165581,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165581/contig.fa.gz,11679_4#48
PRJEB45963,SAMEA2205187,ERZ3165583,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165583/contig.fa.gz,11679_6#50
PRJEB45963,SAMEA2205188,ERZ3165584,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165584/contig.fa.gz,11658_4#63
PRJEB45963,SAMEA2205185,ERZ3165585,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165585/contig.fa.gz,11679_7#38
PRJEB45963,SAMEA2205192,ERZ3165588,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165588/contig.fa.gz,11679_5#40
PRJEB45963,SAMEA2205194,ERZ3165589,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165589/contig.fa.gz,11679_5#41
PRJEB45963,SAMEA2205190,ERZ3165590,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165590/contig.fa.gz,11679_4#49
PRJEB45963,SAMEA2205189,ERZ3165591,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165591/contig.fa.gz,11657_6#53
PRJEB45963,SAMEA2205193,ERZ3165592,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165592/contig.fa.gz,11791_3#52
PRJEB45963,SAMEA2205191,ERZ3165594,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165594/contig.fa.gz,11657_7#53
PRJEB45963,SAMEA2205195,ERZ3165595,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165595/contig.fa.gz,11657_6#54
PRJEB45963,SAMEA2205196,ERZ3165596,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165596/contig.fa.gz,11657_6#55
PRJEB45963,SAMEA2205197,ERZ3165597,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165597/contig.fa.gz,11657_7#54
PRJEB45963,SAMEA2205199,ERZ3165600,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165600/contig.fa.gz,11679_8#59
PRJEB45963,SAMEA2205201,ERZ3165601,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165601/contig.fa.gz,11679_5#42
PRJEB45963,SAMEA2205198,ERZ3165602,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165602/contig.fa.gz,11679_7#39
PRJEB45963,SAMEA2205202,ERZ3165603,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165603/contig.fa.gz,11791_3#54
PRJEB45963,SAMEA2205200,ERZ3165604,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165604/contig.fa.gz,11791_3#53
PRJEB45963,SAMEA2205204,ERZ3165605,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165605/contig.fa.gz,11679_5#43
PRJEB45963,SAMEA2205203,ERZ3165606,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165606/contig.fa.gz,11657_7#55
PRJEB45963,SAMEA2205205,ERZ3165607,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165607/contig.fa.gz,11679_4#50
PRJEB45963,SAMEA2205206,ERZ3165608,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165608/contig.fa.gz,11679_7#40
PRJEB45963,SAMEA2205209,ERZ3165612,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165612/contig.fa.gz,11679_5#44
PRJEB45963,SAMEA2205214,ERZ3165613,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165613/contig.fa.gz,11657_5#59
PRJEB45963,SAMEA2205215,ERZ3165614,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165614/contig.fa.gz,11679_8#63
PRJEB45963,SAMEA2205207,ERZ3165615,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165615/contig.fa.gz,11657_7#56
PRJEB45963,SAMEA2205210,ERZ3165616,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165616/contig.fa.gz,11679_8#60
PRJEB45963,SAMEA2205208,ERZ3165617,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165617/contig.fa.gz,11658_3#43
PRJEB45963,SAMEA2205212,ERZ3165618,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165618/contig.fa.gz,11679_8#62
PRJEB45963,SAMEA2205213,ERZ3165619,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165619/contig.fa.gz,11657_5#58
PRJEB45963,SAMEA2205211,ERZ3165620,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165620/contig.fa.gz,11679_8#61
PRJEB45963,SAMEA2205216,ERZ3165624,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165624/contig.fa.gz,11657_5#60
PRJEB45963,SAMEA2205222,ERZ3165625,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165625/contig.fa.gz,11679_6#52
PRJEB45963,SAMEA2205218,ERZ3165626,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165626/contig.fa.gz,11791_3#56
PRJEB45963,SAMEA2205219,ERZ3165627,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165627/contig.fa.gz,11679_7#41
PRJEB45963,SAMEA2205221,ERZ3165628,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165628/contig.fa.gz,11679_6#51
PRJEB45963,SAMEA2205217,ERZ3165629,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165629/contig.fa.gz,11791_3#55
PRJEB45963,SAMEA2205220,ERZ3165631,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165631/contig.fa.gz,11657_6#56
PRJEB45963,SAMEA2205223,ERZ3165632,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165632/contig.fa.gz,11679_8#64
PRJEB45963,SAMEA2205228,ERZ3165636,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165636/contig.fa.gz,11657_5#61
PRJEB45963,SAMEA2205225,ERZ3165637,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165637/contig.fa.gz,11791_3#57
PRJEB45963,SAMEA2205227,ERZ3165638,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165638/contig.fa.gz,11658_3#44
PRJEB45963,SAMEA2205226,ERZ3165639,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165639/contig.fa.gz,11657_7#57
PRJEB45963,SAMEA2205229,ERZ3165640,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165640/contig.fa.gz,11679_4#52
PRJEB45963,SAMEA2205230,ERZ3165641,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165641/contig.fa.gz,11658_4#64
PRJEB45963,SAMEA2205231,ERZ3165642,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165642/contig.fa.gz,11657_7#58
PRJEB45963,SAMEA2205233,ERZ3165643,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165643/contig.fa.gz,11658_3#45
PRJEB45963,SAMEA2205232,ERZ3165644,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165644/contig.fa.gz,11679_7#42
PRJEB45963,SAMEA2205238,ERZ3165649,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165649/contig.fa.gz,11657_7#59
PRJEB45963,SAMEA2205235,ERZ3165650,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165650/contig.fa.gz,11679_7#43
PRJEB45963,SAMEA2205237,ERZ3165651,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165651/contig.fa.gz,11657_6#57
PRJEB45963,SAMEA2205239,ERZ3165652,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165652/contig.fa.gz,11679_8#65
PRJEB45963,SAMEA2205240,ERZ3165653,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165653/contig.fa.gz,11679_5#45
PRJEB45963,SAMEA2205234,ERZ3165654,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165654/contig.fa.gz,11791_3#58
PRJEB45963,SAMEA2205242,ERZ3165655,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165655/contig.fa.gz,11791_3#59
PRJEB45963,SAMEA2205236,ERZ3165656,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165656/contig.fa.gz,11679_7#44
PRJEB45963,SAMEA2205241,ERZ3165657,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165657/contig.fa.gz,11679_6#53
PRJEB45963,SAMEA2205243,ERZ3165661,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165661/contig.fa.gz,11679_4#53
PRJEB45963,SAMEA2205244,ERZ3165662,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165662/contig.fa.gz,11657_7#60
PRJEB45963,SAMEA2205245,ERZ3165663,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165663/contig.fa.gz,11679_4#54
PRJEB45963,SAMEA2205246,ERZ3165664,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165664/contig.fa.gz,11657_6#58
PRJEB45963,SAMEA2205247,ERZ3165665,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165665/contig.fa.gz,11679_6#54
PRJEB45963,SAMEA2205249,ERZ3165666,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165666/contig.fa.gz,11679_5#46
PRJEB45963,SAMEA2205250,ERZ3165667,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165667/contig.fa.gz,11679_6#55
PRJEB45963,SAMEA2205248,ERZ3165668,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165668/contig.fa.gz,11679_7#45
PRJEB45963,SAMEA2205251,ERZ3165669,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165669/contig.fa.gz,11657_5#62
PRJEB45963,SAMEA2205252,ERZ3165674,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165674/contig.fa.gz,11657_6#59
PRJEB45963,SAMEA2205258,ERZ3165675,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165675/contig.fa.gz,11679_6#56
PRJEB45963,SAMEA2205257,ERZ3165676,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165676/contig.fa.gz,11657_5#63
PRJEB45963,SAMEA2205256,ERZ3165677,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165677/contig.fa.gz,11679_4#55
PRJEB45963,SAMEA2205254,ERZ3165678,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165678/contig.fa.gz,11679_5#47
PRJEB45963,SAMEA2205255,ERZ3165679,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165679/contig.fa.gz,11658_3#46
PRJEB45963,SAMEA2205260,ERZ3165680,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165680/contig.fa.gz,11791_3#60
PRJEB45963,SAMEA2205259,ERZ3165681,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165681/contig.fa.gz,11658_3#47
PRJEB45963,SAMEA2205253,ERZ3165682,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165682/contig.fa.gz,11679_8#66
PRJEB45963,SAMEA2205267,ERZ3165686,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165686/contig.fa.gz,11657_5#65
PRJEB45963,SAMEA2205263,ERZ3165687,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165687/contig.fa.gz,11679_8#67
PRJEB45963,SAMEA2205264,ERZ3165688,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165688/contig.fa.gz,11657_5#64
PRJEB45963,SAMEA2205269,ERZ3165689,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165689/contig.fa.gz,11657_5#67
